Genome_ID	Species	Accession	Gene_ID	Module_ID	Catalog_gene_symbol	locus_tag	Prokka_gene	EC_number	product	Evidence
LABG_0157	Lactiplantibacillus plantarum	GCF_015377525.1	GC031	FM07	adhE	LABG0157_03024	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC020	FM04	ackA	LABG0158_00183	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC020	FM04	ackA	LABG0158_00266	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC021	FM05	adhE	LABG0158_00286	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC031	FM07	adhE	LABG0158_00286	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC004	FM01	fba	LABG0158_00287	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC018	FM03	rpi	LABG0158_00308	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC011	FM02	ldh	LABG0158_00449	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC032	FM07	ldh	LABG0158_00449	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC008	FM01	pgm	LABG0158_00512	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC018	FM03	rpi	LABG0158_00515	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC029	FM07	noxE	LABG0158_00595	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC029	FM07	noxE	LABG0158_00608	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC006	FM01	gap	LABG0158_00627	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC007	FM01	pgk	LABG0158_00628	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC005	FM01	tpi	LABG0158_00629	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC009	FM01	eno	LABG0158_00630	eno2	4.2.1.11	Enolase 2	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC019	FM04	pta	LABG0158_00643	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC027	FM06	pox	LABG0158_00680	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC027	FM06	pox	LABG0158_00682	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC012	FM02	ldhD	LABG0158_00700		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC033	FM07	ldhD	LABG0158_00700		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC008	FM01	pgm	LABG0158_00722	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC008	FM01	pgm	LABG0158_00723	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC015	FM03	pgl	LABG0158_00781	pgl_1	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC024	FM06	alsS	LABG0158_00812	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC011	FM02	ldh	LABG0158_00900	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC032	FM07	ldh	LABG0158_00900	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC009	FM01	eno	LABG0158_01195	eno_1	4.2.1.11	Enolase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC030	FM07	npr	LABG0158_01210	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC016	FM03	gnd	LABG0158_01296	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC001	FM01	glk	LABG0158_01329	glcK	2.7.1.2	Glucokinase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC017	FM03	rpe	LABG0158_01374	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC021	FM05	adhE	LABG0158_01409		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC022	FM05	adh	LABG0158_01409		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC031	FM07	adhE	LABG0158_01409		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC010	FM01	pyk	LABG0158_01659	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC003	FM01	pfk	LABG0158_01660	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC009	FM01	eno	LABG0158_01678	eno_2	4.2.1.11	Enolase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC029	FM07	noxE	LABG0158_01703	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC025	FM06	alsD	LABG0158_01762	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC012	FM02	ldhD	LABG0158_01789		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC033	FM07	ldhD	LABG0158_01789		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC011	FM02	ldh	LABG0158_01924	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC032	FM07	ldh	LABG0158_01924	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC015	FM03	pgl	LABG0158_01979	pgl_2	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC020	FM04	ackA	LABG0158_02023	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC002	FM01	pgi	LABG0158_02177	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC030	FM07	npr	LABG0158_02211	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC027	FM06	pox	LABG0158_02264	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC013	FM03	xfp	LABG0158_02285	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC014	FM03	zwf	LABG0158_02303	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC008	FM01	pgm	LABG0158_02460	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC021	FM05	adhE	LABG0158_02465	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC022	FM05	adh	LABG0158_02465	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC031	FM07	adhE	LABG0158_02465	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC008	FM01	pgm	LABG0158_02721	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC023	FM06	pfl	LABG0158_02844	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC029	FM07	noxE	LABG0158_02937	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC013	FM03	xfp	LABG0158_03026	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC027	FM06	pox	LABG0158_03045	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC027	FM06	pox	LABG0158_03047	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC021	FM05	adhE	LABG0158_03118	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0158	Lactiplantibacillus plantarum	GCF_015693925.1	GC031	FM07	adhE	LABG0158_03118	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC020	FM04	ackA	LABG0159_00185	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC020	FM04	ackA	LABG0159_00268	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC021	FM05	adhE	LABG0159_00288	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC031	FM07	adhE	LABG0159_00288	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC004	FM01	fba	LABG0159_00289	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC018	FM03	rpi	LABG0159_00314	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC008	FM01	pgm	LABG0159_00478	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC021	FM05	adhE	LABG0159_00672	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC022	FM05	adh	LABG0159_00672	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC031	FM07	adhE	LABG0159_00672	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC008	FM01	pgm	LABG0159_00676	gpmA_2	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC014	FM03	zwf	LABG0159_00831	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC013	FM03	xfp	LABG0159_00849	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC027	FM06	pox	LABG0159_00871	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC030	FM07	npr	LABG0159_00927	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC002	FM01	pgi	LABG0159_00961	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC020	FM04	ackA	LABG0159_01173	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC015	FM03	pgl	LABG0159_01217	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC011	FM02	ldh	LABG0159_01275	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC032	FM07	ldh	LABG0159_01275	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC012	FM02	ldhD	LABG0159_01356		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC033	FM07	ldhD	LABG0159_01356		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC025	FM06	alsD	LABG0159_01381	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC029	FM07	noxE	LABG0159_01440	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC009	FM01	eno	LABG0159_01460	eno	4.2.1.11	Enolase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC003	FM01	pfk	LABG0159_01478	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC010	FM01	pyk	LABG0159_01479	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC021	FM05	adhE	LABG0159_01677		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC022	FM05	adh	LABG0159_01677		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC031	FM07	adhE	LABG0159_01677		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC017	FM03	rpe	LABG0159_01710	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC001	FM01	glk	LABG0159_01757	glcK	2.7.1.2	Glucokinase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC016	FM03	gnd	LABG0159_01784	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC030	FM07	npr	LABG0159_01840	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC011	FM02	ldh	LABG0159_02164	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC032	FM07	ldh	LABG0159_02164	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC024	FM06	alsS	LABG0159_02242	alsS	2.2.1.6	Acetolactate synthase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC008	FM01	pgm	LABG0159_02321	gpmA_3	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC008	FM01	pgm	LABG0159_02322	gpmA_4	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC012	FM02	ldhD	LABG0159_02344		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC033	FM07	ldhD	LABG0159_02344		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC027	FM06	pox	LABG0159_02362	pox5_2	1.2.3.3	Pyruvate oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC027	FM06	pox	LABG0159_02364	pox5_3	1.2.3.3	Pyruvate oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC019	FM04	pta	LABG0159_02401	pta	2.3.1.8	Phosphate acetyltransferase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC009	FM01	eno	LABG0159_02414	eno2	4.2.1.11	Enolase 2	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC005	FM01	tpi	LABG0159_02415	tpiA	5.3.1.1	Triosephosphate isomerase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC007	FM01	pgk	LABG0159_02416	pgk	2.7.2.3	Phosphoglycerate kinase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC006	FM01	gap	LABG0159_02417	gap	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC029	FM07	noxE	LABG0159_02436	nox_2	1.6.3.4	NADH oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC029	FM07	noxE	LABG0159_02437	nox_3	1.6.3.4	NADH oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC029	FM07	noxE	LABG0159_02449	nox_4	1.6.3.4	NADH oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC018	FM03	rpi	LABG0159_02528	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC008	FM01	pgm	LABG0159_02531	gpmA_5	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC011	FM02	ldh	LABG0159_02657	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC032	FM07	ldh	LABG0159_02657	ldh_3	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC023	FM06	pfl	LABG0159_02750	pflB	2.3.1.54	Formate acetyltransferase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC029	FM07	noxE	LABG0159_02844	nox_5	1.6.3.4	NADH oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC013	FM03	xfp	LABG0159_02936	xpkA_2	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC001	FM01	glk	LABG0159_02951	glkA	2.7.1.2	Glucokinase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC027	FM06	pox	LABG0159_02968	pox5_4	1.2.3.3	Pyruvate oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC027	FM06	pox	LABG0159_02970	pox5_5	1.2.3.3	Pyruvate oxidase	EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC021	FM05	adhE	LABG0159_02995	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC031	FM07	adhE	LABG0159_02995	adhE_2		Aldehyde-alcohol dehydrogenase	gene
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC011	FM02	ldh	LABG0159_03038	ldh_4	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC032	FM07	ldh	LABG0159_03038	ldh_4	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0159	Lactiplantibacillus plantarum	GCF_016066915.1	GC030	FM07	npr	LABG0159_03067	npr_3	1.11.1.1	NADH peroxidase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC020	FM04	ackA	LABG0160_00189	ackA_1	2.7.2.1	Acetate kinase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC020	FM04	ackA	LABG0160_00276	ackA_2	2.7.2.1	Acetate kinase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC021	FM05	adhE	LABG0160_00293	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC031	FM07	adhE	LABG0160_00293	adhE_1		Aldehyde-alcohol dehydrogenase	gene
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC004	FM01	fba	LABG0160_00294	fba	4.1.2.13	Fructose-bisphosphate aldolase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC018	FM03	rpi	LABG0160_00319	rpiA_1	5.3.1.6	Ribose-5-phosphate isomerase A	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC021	FM05	adhE	LABG0160_00653	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC022	FM05	adh	LABG0160_00653	adh	1.1.1.1	Alcohol dehydrogenase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC031	FM07	adhE	LABG0160_00653	adh	1.1.1.1	Alcohol dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC008	FM01	pgm	LABG0160_00657	gpmA_1	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC014	FM03	zwf	LABG0160_00815	zwf	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC013	FM03	xfp	LABG0160_00833	xpkA_1	4.1.2.9	Xylulose-5-phosphate phosphoketolase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC027	FM06	pox	LABG0160_00853	pox5_1	1.2.3.3	Pyruvate oxidase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC030	FM07	npr	LABG0160_00915	npr_1	1.11.1.1	NADH peroxidase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC002	FM01	pgi	LABG0160_00960	pgi	5.3.1.9	Glucose-6-phosphate isomerase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC020	FM04	ackA	LABG0160_01200	ackA_3	2.7.2.1	Acetate kinase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC015	FM03	pgl	LABG0160_01245	pgl	3.1.1.31	6-phosphogluconolactonase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC011	FM02	ldh	LABG0160_01301	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC032	FM07	ldh	LABG0160_01301	ldh_1	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC012	FM02	ldhD	LABG0160_01383		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC033	FM07	ldhD	LABG0160_01383		1.1.1.28	D-lactate dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC025	FM06	alsD	LABG0160_01409	aldC	4.1.1.5	Alpha-acetolactate decarboxylase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC029	FM07	noxE	LABG0160_01459	nox_1	1.6.3.4	NADH oxidase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC009	FM01	eno	LABG0160_01479	eno	4.2.1.11	Enolase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC003	FM01	pfk	LABG0160_01498	pfkA	2.7.1.11	ATP-dependent 6-phosphofructokinase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC010	FM01	pyk	LABG0160_01499	pyk	2.7.1.40	Pyruvate kinase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC021	FM05	adhE	LABG0160_01694		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC022	FM05	adh	LABG0160_01694		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC031	FM07	adhE	LABG0160_01694		1.1.1.1	putative zinc-binding alcohol dehydrogenase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC017	FM03	rpe	LABG0160_01731	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC001	FM01	glk	LABG0160_01776	glcK	2.7.1.2	Glucokinase	EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC016	FM03	gnd	LABG0160_01803	gnd	1.1.1.44	6-phosphogluconate dehydrogenase, decarboxylating	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC030	FM07	npr	LABG0160_01860	npr_2	1.11.1.1	NADH peroxidase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC011	FM02	ldh	LABG0160_02109	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC032	FM07	ldh	LABG0160_02109	ldh_2	1.1.1.27	L-lactate dehydrogenase	gene+EC
LABG_0160	Lactiplantibacillus plantarum	GCF_016415605.1	GC024	FM06	alsS	LABG0160_02187	alsS	2.2.1.6	Acetolactate synthase	gene+EC
